# NASA Exoplanet Archive cumulative KOI table, downloaded 2026-08-22 15:44 UTC+1.
# Columns used by fpp/own_fpp.py, in the archive's row order: kepoi_name [-],
# koi_disposition [-], koi_period [d], koi_prad [R_earth].
kepoi_name,koi_disposition,koi_period,koi_prad
K01144.01,FALSE POSITIVE,2.44199803,1.44
K01145.01,CANDIDATE,30.5872153,2.32
K01146.01,CONFIRMED,7.09712124,0.74
K01147.01,FALSE POSITIVE,2.6827683,1.19
K00943.01,CONFIRMED,3.601465336,2.31
K00944.01,FALSE POSITIVE,3.108251172,4.43
K00945.01,CONFIRMED,25.8474958,2.4
K00945.02,CONFIRMED,40.715561,2.7
K00946.01,FALSE POSITIVE,20.42720701,4.42
K01011.01,FALSE POSITIVE,6.198273591,19.81
K01012.01,FALSE POSITIVE,1.023471798,3.78
K01013.01,FALSE POSITIVE,0.51872711,19.07
K01014.01,CONFIRMED,17.31711739,2.04
K01015.01,CONFIRMED,9.42889884,4.39
K01080.01,FALSE POSITIVE,1.096583368,1.35
K01081.01,CANDIDATE,9.95639775,28.15
K01082.01,CONFIRMED,6.50327035,1.67
K01082.02,CONFIRMED,4.09667624,1.42
K01082.03,CONFIRMED,1.196548464,1.25
K01148.01,CONFIRMED,11.47609015,2.07
K01148.02,CONFIRMED,25.2630467,1.71
K01149.01,FALSE POSITIVE,7.1688266,
K01150.01,CONFIRMED,0.677374687,0.9
K01151.01,CONFIRMED,10.43547031,1.22
K01151.02,CONFIRMED,7.41084314,0.94
K00947.01,CONFIRMED,28.59914031,1.83
K00948.01,CONFIRMED,24.58716355,2.37
K00130.01,FALSE POSITIVE,34.193600311,21.95
K00949.01,CONFIRMED,12.53248222,3.24
K00950.01,CANDIDATE,31.201692472,8.31
K00951.01,CONFIRMED,13.19720694,4.18
K00137.02,CONFIRMED,14.85890852,5.94
K01015.02,CONFIRMED,4.08897299,2.36
K01016.01,FALSE POSITIVE,2.866680334,2.93
K01017.01,CONFIRMED,17.44486016,3.24
K01018.01,FALSE POSITIVE,8.30697421,37.99
K01019.01,FALSE POSITIVE,2.49705175,
K01083.01,CONFIRMED,7.33685101,1.52
K00143.01,FALSE POSITIVE,22.65117451,7.62
K01084.01,FALSE POSITIVE,1.204274435,1.19
K01085.01,CONFIRMED,7.71790675,0.9
K01086.01,CONFIRMED,27.6652847,2.21
K01087.01,FALSE POSITIVE,0.948950734,36.87
K00149.01,CONFIRMED,14.55730897,4.32
K01152.01,FALSE POSITIVE,4.722254104,14.45
K01153.01,FALSE POSITIVE,0.635069939,57.77
K01154.01,CANDIDATE,6.810823723,26.06
K01155.01,FALSE POSITIVE,0.933746515,25.54
K01156.01,FALSE POSITIVE,1.872421727,5.65
K00951.02,CONFIRMED,33.6528474,3.05
K00952.01,CONFIRMED,5.90127815,1.94
K00952.02,CONFIRMED,8.75209691,1.83
K00952.03,CONFIRMED,22.78078241,2.17
K00952.04,CONFIRMED,2.896005211,1.23
K00952.05,CONFIRMED,0.742957911,1.47
K01020.01,FALSE POSITIVE,54.35635067,38.81
K01021.01,FALSE POSITIVE,0.54624855,18.93
K01022.01,CONFIRMED,18.82744023,2.7
K01023.01,FALSE POSITIVE,8.4120069,1.71
K01024.01,CONFIRMED,5.747711909,1.86
K00137.03,CONFIRMED,3.504691252,2.03
K01088.01,FALSE POSITIVE,0.995861402,26.93
K01089.01,CONFIRMED,86.67856052,9.83
K01089.02,CONFIRMED,12.21828097,5.1
K01090.01,FALSE POSITIVE,8.387210055,72.52
K01091.01,FALSE POSITIVE,15.2384539,9.84
K01092.01,FALSE POSITIVE,0.413334492,31.52
K01157.01,FALSE POSITIVE,0.93374614,149.71
K01158.01,FALSE POSITIVE,6.47179275,2.08
K01159.01,CONFIRMED,64.617518,5.4
K01160.01,CONFIRMED,13.21409607,2.77
K01161.01,CONFIRMED,6.05729966,1.94
K00953.01,CONFIRMED,3.584101048,4.66
K00013.01,CONFIRMED,1.763587535,21.42
K00131.01,CONFIRMED,5.014234733,10.63
K00954.01,CONFIRMED,8.11528727,3.1
K00954.02,CONFIRMED,36.9250409,3.01
K01025.01,FALSE POSITIVE,37.4783492,10.05
K01028.01,FALSE POSITIVE,8.09695764,34.0
K01029.01,CONFIRMED,32.3122867,4.84
K01030.01,CONFIRMED,9.22961384,2.79
K01031.01,CONFIRMED,14.5598556,1.64
K00144.01,CONFIRMED,4.176254191,3.07
K01093.01,FALSE POSITIVE,0.528755447,47.75
K01094.01,CONFIRMED,6.10027621,2.59
K01095.01,CANDIDATE,51.59809554,6.57
K01096.01,CANDIDATE,1500.0,9.8
K01097.01,FALSE POSITIVE,10.9110487,2.36
K00150.01,CONFIRMED,8.408878137,2.28
K01161.02,CONFIRMED,10.93725572,2.41
K01161.03,CONFIRMED,2.97136658,1.52
K01162.01,CONFIRMED,158.6850022,3.08
K01163.01,CONFIRMED,2.936527336,1.92
K00955.01,CONFIRMED,7.03902016,2.45
K00956.01,CONFIRMED,8.360870704,3.67
K00957.01,FALSE POSITIVE,3.14051153,31.01
K00958.01,CONFIRMED,21.76129812,2.53
K00959.01,FALSE POSITIVE,12.713794177,2.31
K00960.01,FALSE POSITIVE,15.801100028,15.61
K01032.01,CANDIDATE,1500.1406772,18.35
K01034.01,FALSE POSITIVE,1.739428983,268.65
K01035.01,FALSE POSITIVE,1.217266418,14.49
K01036.01,FALSE POSITIVE,19.563092517,23.76
K01037.01,FALSE POSITIVE,3.7228551,5.67
K00138.01,FALSE POSITIVE,48.93786896,24.19
K01098.01,FALSE POSITIVE,5.48990788,23.6
K01099.01,CONFIRMED,161.5278347,8.19
K01100.01,FALSE POSITIVE,0.73093905,1.45
K01101.01,CONFIRMED,11.39102358,1.67
K01102.01,CONFIRMED,12.33343853,4.12
K01163.02,CONFIRMED,8.01500821,2.0
K01164.01,FALSE POSITIVE,0.933749941,12.93
K01165.01,CONFIRMED,7.053934488,2.36
K01165.02,CONFIRMED,4.29263699,0.68
K01166.01,CONFIRMED,7.6746614,2.8
K01167.01,FALSE POSITIVE,0.445275074,1.21
K00961.01,CONFIRMED,1.213770423,0.78
K00961.02,CONFIRMED,0.453287416,0.76
K00132.01,FALSE POSITIVE,10.810132734,13.95
K00961.03,CONFIRMED,1.865114193,0.66
K00964.01,FALSE POSITIVE,3.273699006,22.36
K00965.01,FALSE POSITIVE,7.047103499,51.86
K01038.01,FALSE POSITIVE,0.530300102,35.73
K01039.01,FALSE POSITIVE,1.073917869,33.01
K01040.01,FALSE POSITIVE,4.206096814,32.66
K01041.01,FALSE POSITIVE,19.56313723,9.73
K01042.01,FALSE POSITIVE,2.227718792,8.88
K01043.01,FALSE POSITIVE,0.591914504,27.21
K01360.01,CONFIRMED,36.7704935,2.83
K01360.02,CONFIRMED,14.58932429,2.32
K01360.03,CONFIRMED,0.764017553,0.86
K01361.01,CONFIRMED,59.8780258,2.19
K01362.01,CANDIDATE,20.51360192,2.58
K01426.02,CONFIRMED,74.92768653,6.39
K01426.03,CONFIRMED,150.0189511,32.6
K01427.01,CONFIRMED,2.613020421,1.5
K01428.01,CONFIRMED,0.927859786,1.79
K01429.01,CONFIRMED,205.912735,4.68
K00168.03,CONFIRMED,7.10695741,1.72
K01239.01,CANDIDATE,0.783276173,1.98
K01239.02,CANDIDATE,3.17405898,2.09
K01240.01,CONFIRMED,2.1395563,1.76
K01240.02,CONFIRMED,4.807103254,2.96
K01241.01,CONFIRMED,21.4054422,11.64
K01241.02,CONFIRMED,10.5007712,5.68
K01305.01,CONFIRMED,2.633852528,1.38
K01305.02,CONFIRMED,6.18670882,1.21
K01306.01,CONFIRMED,1.796320953,1.2
K01306.02,CONFIRMED,3.468073,1.29
K01306.03,CONFIRMED,5.9142668,1.31
K00162.01,CONFIRMED,14.00640392,3.11
K01363.01,CONFIRMED,3.546531809,2.18
K01363.02,CONFIRMED,5.70070626,2.03
K01364.01,CONFIRMED,20.8341497,2.26
K01364.02,CONFIRMED,7.0556584,2.13
K01430.01,CONFIRMED,10.47548084,2.11
K01430.02,CONFIRMED,22.92886314,2.08
K01430.03,CONFIRMED,77.4740991,2.63
K01431.01,CANDIDATE,345.1589354,7.79
K01432.01,CONFIRMED,6.88595222,2.68
K01242.01,CANDIDATE,99.6442783,8.48
K01243.01,FALSE POSITIVE,3.125814002,1.88
K00155.01,CONFIRMED,5.660669429,3.24
K01244.01,FALSE POSITIVE,10.80487163,1.71
K01245.01,CONFIRMED,13.71938426,1.98
K01306.04,CONFIRMED,29.2214959,1.81
K01307.01,CONFIRMED,44.8520997,3.35
K01307.02,CONFIRMED,20.34237838,2.88
K00157.05,CONFIRMED,118.3786735,3.4
K01308.01,CONFIRMED,23.58444746,3.0
K01364.03,CONFIRMED,11.97884409,2.11
K01364.04,CONFIRMED,3.71545593,1.46
K01364.05,CONFIRMED,2.58083264,1.31
K01365.01,FALSE POSITIVE,1.487084251,1.6
K01366.01,CONFIRMED,19.25404023,3.04
K01432.02,CONFIRMED,15.0549356,1.6
K01432.03,CONFIRMED,2.92721119,1.29
K01432.04,CONFIRMED,38.2856338,1.77
K01433.01,CONFIRMED,19.80787763,2.08
K01434.01,CONFIRMED,2.343230566,1.18
K01246.01,CANDIDATE,19.03723442,5.74
K01247.01,FALSE POSITIVE,2.73987398,34.83
K01248.01,FALSE POSITIVE,5.801880653,19.91
K01249.01,FALSE POSITIVE,85.34092607,1177.65
K01250.01,FALSE POSITIVE,0.782045734,45.05
K01251.01,CANDIDATE,0.576078683,23.23
K01309.01,CONFIRMED,10.1171684,3.07
K01310.01,CONFIRMED,19.12947603,4.23
K01311.01,CONFIRMED,83.5781976,6.63
K01312.01,CONFIRMED,6.1469956,2.04
K01313.01,FALSE POSITIVE,0.522457732,1.52
K01366.02,CONFIRMED,54.1558384,3.88
K00018.01,CONFIRMED,3.548465446,14.92
K00163.01,CONFIRMED,11.1199028,2.08
K01367.01,CONFIRMED,0.567856484,1.55
K01368.01,FALSE POSITIVE,251.0597249,44.2
K00169.01,FALSE POSITIVE,11.70219638,16.15
K01435.01,CONFIRMED,40.7150498,2.2
K01435.02,CONFIRMED,10.44635944,2.18
K01436.01,CONFIRMED,2.508553286,1.28
K01436.02,CONFIRMED,13.75129636,1.66
K01252.01,FALSE POSITIVE,0.885747456,269.98
K01253.01,FALSE POSITIVE,3.611541977,28.07
K00156.01,CONFIRMED,8.041347775,1.29
K01254.01,FALSE POSITIVE,5.082722475,4.4
K01255.01,CANDIDATE,78.9257421,11.9
K01256.01,FALSE POSITIVE,9.991625291,38.93
K01314.01,CONFIRMED,8.57504983,4.26
K01315.01,CANDIDATE,6.84639884,1.9
K01316.01,CONFIRMED,7.64970832,1.43
K01316.02,CANDIDATE,12.37679312,
K00157.06,CONFIRMED,10.30401132,1.84
K01317.01,FALSE POSITIVE,2.171827838,58.56
K01369.01,CONFIRMED,3.016182013,2.25
K01370.01,CONFIRMED,6.8833761,1.69
K01371.01,FALSE POSITIVE,0.833980196,1.45
K01372.01,FALSE POSITIVE,69.62754202,
K01373.01,FALSE POSITIVE,1.926353494,1.33
K01374.01,FALSE POSITIVE,0.890737359,20.57
K01436.03,CONFIRMED,5.41908491,1.38
K01437.01,CONFIRMED,7.01733571,1.61
K01438.01,CONFIRMED,6.91134223,1.9
K01439.01,CONFIRMED,394.6249514,7.79
K01440.01,CONFIRMED,7.19304935,1.59
K01257.01,CONFIRMED,86.64764448,9.4
K01258.01,CONFIRMED,36.33750453,5.3
K01258.02,CONFIRMED,14.64613058,2.22
K01258.03,CONFIRMED,148.272013,4.3
K01259.01,FALSE POSITIVE,1.506507172,13.4
K01318.01,FALSE POSITIVE,1.634614356,44.22
K01319.01,FALSE POSITIVE,16.025018977,1069.01
K01320.01,CONFIRMED,10.50682978,9.01
K01321.01,FALSE POSITIVE,0.711966971,33.34
K01322.01,FALSE POSITIVE,17.72724392,14.77
K01375.01,CONFIRMED,321.2124365,7.25
K01376.01,FALSE POSITIVE,7.13895376,49.96
K00164.01,FALSE POSITIVE,4.4645454,3.07
K01377.01,CONFIRMED,11.29689442,1.74
K01378.01,FALSE POSITIVE,19.30112039,1.66
K00019.01,FALSE POSITIVE,1.20320092,49.25
K00171.01,CONFIRMED,5.968724048,3.26
K01449.01,FALSE POSITIVE,10.980246199,21.94
K01450.01,CONFIRMED,2.144632238,59.19
K01451.01,FALSE POSITIVE,27.32204488,21.58
K01452.01,FALSE POSITIVE,1.152216965,187.73
K01260.01,FALSE POSITIVE,5.2972293,47.7
K01261.01,CONFIRMED,133.460999,11.21
K00156.02,CONFIRMED,5.188563677,1.0
K01261.02,CONFIRMED,15.19423359,3.69
K01262.01,FALSE POSITIVE,14.17098745,4.19
K01263.01,FALSE POSITIVE,31.9734169,24.1
K01323.01,CONFIRMED,3.990105908,7.45
K01324.01,FALSE POSITIVE,0.52205862,27.16
K01325.01,CONFIRMED,10.035381809,4.42
K01326.01,FALSE POSITIVE,53.100942624,24.02
K00158.01,FALSE POSITIVE,5.80181368,4.52
K01327.01,FALSE POSITIVE,15.6402515,18.11
K01378.02,FALSE POSITIVE,0.691666384,0.58
K01379.01,CONFIRMED,5.62154315,1.37
K01380.01,FALSE POSITIVE,1.074106954,0.52
K01381.01,FALSE POSITIVE,5.117401517,28.41
K01382.01,FALSE POSITIVE,4.20233673,23.53
K01441.01,CONFIRMED,8.50698069,1.9
K00170.01,FALSE POSITIVE,15.60865244,6.17
K01442.01,CONFIRMED,0.669310092,1.13
K01443.01,FALSE POSITIVE,4.494498254,62.11
K01444.01,CONFIRMED,44.9306706,2.49
K01264.01,CONFIRMED,14.13175309,3.02
K01265.01,FALSE POSITIVE,1.061934816,25.72
K01266.01,CONFIRMED,11.41926141,1.48
K01267.01,FALSE POSITIVE,5.93821065,61.63
K01268.01,CANDIDATE,268.9410974,13.57
K01269.01,FALSE POSITIVE,0.655001616,31.77
K01328.01,CANDIDATE,80.9669561,5.04
K01329.01,CONFIRMED,33.1996355,2.85
K01330.01,FALSE POSITIVE,8.65306587,19.78
K01331.01,CANDIDATE,6.80082032,1.88
K01332.01,CONFIRMED,19.30581662,4.0
K01383.01,FALSE POSITIVE,3.221785738,25.03
K01384.01,FALSE POSITIVE,0.6243875,29.45
K01385.01,FALSE POSITIVE,18.610092584,55.23
K00165.01,CONFIRMED,13.22175358,2.38
K01386.01,FALSE POSITIVE,1.137525054,42.74
K01387.01,FALSE POSITIVE,23.799939273,51.74
K01445.01,CONFIRMED,7.16893064,1.61
K01445.02,CANDIDATE,54.325574,0.76
K01445.03,CANDIDATE,20.01959599,
K01446.01,FALSE POSITIVE,1.22775877,48.79
K01447.01,FALSE POSITIVE,40.24649897,97.54
K01447.02,FALSE POSITIVE,2.27999662,20.74
K01448.01,FALSE POSITIVE,2.48658617,24.39
K01270.01,CONFIRMED,5.729317577,2.41
K00156.03,CONFIRMED,11.776132317,2.08
K01270.02,CONFIRMED,11.60908533,1.71
K01271.01,CANDIDATE,162.0479502,11.52
K01272.01,FALSE POSITIVE,0.530967162,23.72
K01273.01,CONFIRMED,40.05881661,3.43
K01332.02,CONFIRMED,6.09747233,2.22
K01332.03,CONFIRMED,56.637918,3.68
K01333.01,FALSE POSITIVE,2.243016513,1.37
K01334.01,FALSE POSITIVE,8.6531216,22.58
K00159.01,CONFIRMED,8.99088621,2.78
K01388.01,FALSE POSITIVE,34.064566412,15.57
K01389.01,FALSE POSITIVE,4.350087749,24.77
K01390.01,FALSE POSITIVE,1.744101106,7.21
K01391.01,FALSE POSITIVE,7.981187121,18.75
K01392.01,FALSE POSITIVE,4.118775582,4.48
K01393.01,CANDIDATE,1.694740233,2.12
K01453.01,FALSE POSITIVE,0.971933156,50.75
K01454.01,FALSE POSITIVE,121.5991278,379.63
K01455.01,CANDIDATE,15.068060768,16.43
K01456.01,CONFIRMED,7.886632468,8.99
K01457.01,CONFIRMED,8.027681123,8.43
K01274.01,CONFIRMED,704.962626,4.53
K01275.01,CONFIRMED,50.28635977,3.88
K01276.01,CONFIRMED,22.79020351,2.57
K01276.02,CONFIRMED,13.26079792,1.47
K01277.01,FALSE POSITIVE,1.061932545,2.29
K01335.01,CONFIRMED,127.8334997,9.46
K01336.01,CONFIRMED,10.21864532,2.33
K01336.02,CONFIRMED,15.573637,2.94
K01336.03,CONFIRMED,40.1015561,2.92
K01336.04,CONFIRMED,4.45814897,1.61
K01394.01,FALSE POSITIVE,5.663621501,2.47
K01395.01,CONFIRMED,6.230335,3.7
K00166.01,CONFIRMED,12.49340725,2.2
K01396.01,CONFIRMED,6.62643441,2.54
K01396.02,CONFIRMED,3.70122061,1.62
K01397.01,CANDIDATE,6.247030799,1.89
K01207.01,CONFIRMED,13.73474071,2.71
K01208.01,CANDIDATE,700.00298217,6.43
K01209.01,CANDIDATE,272.0868353,5.95
K01210.01,CONFIRMED,14.55387488,3.45
K00016.01,FALSE POSITIVE,0.895277575,9.27
K00152.04,CONFIRMED,81.0637895,3.01
K01278.01,CONFIRMED,24.8056775,2.16
K00157.01,CONFIRMED,13.02493307,2.88
K01278.02,CONFIRMED,44.3471936,2.45
K01278.03,CONFIRMED,9.2207691,1.02
K01278.04,CONFIRMED,13.6396648,1.1
K01337.01,CONFIRMED,1.922799706,1.28
K01338.01,CONFIRMED,3.222975318,1.47
K01338.02,CANDIDATE,42.0370662,1.66
K01338.03,CANDIDATE,21.0112068,1.4
K01339.01,CONFIRMED,4.16811839,2.28
K01398.01,CONFIRMED,5.82348911,3.0
K01399.01,CANDIDATE,8.75059775,2.27
K01400.01,FALSE POSITIVE,9.41475056,19.33
K01401.01,FALSE POSITIVE,0.56669006,1.52
K01402.01,CONFIRMED,7.13969705,2.24
K01403.01,CONFIRMED,18.75470238,1.67
K01211.01,FALSE POSITIVE,3.00363219,1.43
K01212.01,CONFIRMED,11.30123036,1.85
K01213.01,FALSE POSITIVE,0.796722833,1.44
K01214.01,CONFIRMED,4.24153629,1.44
K01215.01,CONFIRMED,17.32419108,3.14
K01279.01,CONFIRMED,14.37457572,1.94
K01279.02,CONFIRMED,9.65188331,1.08
K01280.01,FALSE POSITIVE,6.0990118,3.16
K01281.01,CONFIRMED,49.4781446,1.88
K01282.01,CONFIRMED,30.8639476,3.01
K00159.02,CONFIRMED,2.403640701,1.24
K01340.01,FALSE POSITIVE,2.90060781,1.58
K01341.01,CONFIRMED,4.51436096,1.84
K01342.01,CONFIRMED,3.77359871,1.29
K01342.02,CONFIRMED,8.18182189,1.77
K01404.01,CONFIRMED,13.32389352,1.26
K00167.01,CONFIRMED,4.919584997,2.86
K01405.01,CONFIRMED,11.41911886,3.32
K01406.01,CONFIRMED,11.36113254,2.6
K01407.01,FALSE POSITIVE,1.3866358,0.72
K01408.01,CONFIRMED,14.53410833,1.36
K01215.02,CONFIRMED,33.0063185,3.13
K01216.01,CONFIRMED,11.13127159,2.06
K01217.01,FALSE POSITIVE,3.47143963,1.19
K01218.01,CONFIRMED,29.6193891,1.74
K01219.01,FALSE POSITIVE,3.50376155,
K00153.01,CONFIRMED,8.925079516,2.36
K01283.01,CONFIRMED,8.0922105,1.44
K01284.01,FALSE POSITIVE,3.117087797,88.51
K00157.02,CONFIRMED,22.687155,3.2
K01285.01,FALSE POSITIVE,0.937406378,7.09
K01286.01,FALSE POSITIVE,0.668483615,29.53
K01287.01,FALSE POSITIVE,4.429633087,32.12
K01343.01,FALSE POSITIVE,1.544927524,1.39
K01344.01,CONFIRMED,4.48758768,1.37
K01345.01,FALSE POSITIVE,0.323021692,46.4
K01346.01,FALSE POSITIVE,4.70818628,42.99
K01347.01,FALSE POSITIVE,14.405857436,23.42
K01348.01,FALSE POSITIVE,7.702374154,225.25
K01409.01,CONFIRMED,16.56062577,2.94
K01410.01,CONFIRMED,15.74958583,2.77
K01412.01,CONFIRMED,37.8145252,3.04
K01413.01,CONFIRMED,12.64504291,1.55
K01413.02,CONFIRMED,21.5262958,1.36
K01413.03,CONFIRMED,33.8845825,1.74
K01220.01,CONFIRMED,6.40087137,1.91
K01221.01,CONFIRMED,30.1599411,4.54
K01221.02,CONFIRMED,51.0771048,3.66
K01222.01,FALSE POSITIVE,4.2856756,2.13
K01223.01,FALSE POSITIVE,7.388833611,10.66
K01224.01,FALSE POSITIVE,2.698021895,52.51
K01288.01,CONFIRMED,117.93110803,10.36
K01289.01,FALSE POSITIVE,4.887806806,5.71
K01290.01,FALSE POSITIVE,11.973605044,38.2
K01291.01,FALSE POSITIVE,1.231364189,5.39
K01292.01,FALSE POSITIVE,2.102416517,29.29
K01293.01,FALSE POSITIVE,11.703109303,37.3
K00160.01,FALSE POSITIVE,13.73808249,3.84
K01349.01,FALSE POSITIVE,16.66216657,843.45
K01350.01,FALSE POSITIVE,0.752159702,43.73
K01352.01,FALSE POSITIVE,4.81886153,2.96
K01353.01,CONFIRMED,125.86540191,12.37
K01353.02,CONFIRMED,34.5439452,2.67
K00168.01,CONFIRMED,10.74241765,3.06
K01414.01,FALSE POSITIVE,4.02378908,2.24
K01415.01,FALSE POSITIVE,0.312941621,58.02
K01416.01,CONFIRMED,2.495780169,15.75
K01417.01,FALSE POSITIVE,8.428090255,517.43
K01418.01,FALSE POSITIVE,8.344104633,836.31
K01225.01,CANDIDATE,1.714274727,25.0
K01226.01,FALSE POSITIVE,137.75960504,49.52
K01227.01,FALSE POSITIVE,2.155278342,16.89
K01228.01,FALSE POSITIVE,3.661326482,12.07
K00153.02,CONFIRMED,4.75400072,2.0
K01229.01,FALSE POSITIVE,0.76973817,
K01230.01,FALSE POSITIVE,165.739861,57.54
K01294.01,FALSE POSITIVE,9.08937826,5.35
K00017.01,CONFIRMED,3.234699282,13.06
K00157.03,CONFIRMED,31.99552485,4.12
K01295.01,FALSE POSITIVE,1.577800747,31.24
K01296.01,FALSE POSITIVE,2.380862632,21.65
K01354.01,FALSE POSITIVE,1.752567456,26.56
K01355.01,CONFIRMED,51.92920654,8.49
K01356.01,CANDIDATE,384.02570682,
K01357.01,CANDIDATE,3.014330766,2.87
K01358.01,CONFIRMED,5.644914154,2.66
K00161.01,CONFIRMED,3.105507835,2.68
K01419.01,FALSE POSITIVE,1.336109338,35.19
K01420.01,CANDIDATE,13.35151248,4.44
K01421.01,CANDIDATE,1693.6636225,10.23
K01422.01,CONFIRMED,5.841636615,1.38
K01422.02,CONFIRMED,19.85029495,1.52
K00168.02,CONFIRMED,15.27443889,2.17
K01231.01,FALSE POSITIVE,22.34293693,2.92
K01232.01,FALSE POSITIVE,119.40817159,16.26
K01233.01,FALSE POSITIVE,1.171536413,7.12
K01234.01,FALSE POSITIVE,0.973547911,11.52
K01235.01,FALSE POSITIVE,3.053563251,21.79
K01297.01,FALSE POSITIVE,1.031096352,2.36
K01298.01,CONFIRMED,11.00817635,2.15
K01298.02,CONFIRMED,92.7495777,1.87
K01299.01,CONFIRMED,52.5008645,12.41
K01300.01,CONFIRMED,0.63133171,1.2
K01301.01,CONFIRMED,12.69905011,2.62
K01358.02,CONFIRMED,8.74292005,1.92
K01358.03,CONFIRMED,3.64830183,1.33
K01358.04,CONFIRMED,2.345863002,1.23
K01359.01,CONFIRMED,37.1011418,3.19
K01359.02,CANDIDATE,104.8205868,6.45
K01422.03,CONFIRMED,10.8644095,1.14
K01423.01,CONFIRMED,124.4197175,10.3
K01424.01,CONFIRMED,1.219568047,1.51
K01425.01,CONFIRMED,2.05388477,2.74
K01426.01,CONFIRMED,38.86848956,2.81
K01236.01,CONFIRMED,35.7353616,5.47
K01236.02,CONFIRMED,12.30971679,3.82
K01236.03,CONFIRMED,54.4205407,3.2
K00154.01,FALSE POSITIVE,30.00908916,
K01237.01,FALSE POSITIVE,14.32407216,38.86
K01238.01,CONFIRMED,27.07237655,2.18
K01301.02,CONFIRMED,37.5142128,2.68
K01302.01,CONFIRMED,55.6391882,3.13
K00157.04,CONFIRMED,46.6856205,2.52
K01303.01,CANDIDATE,34.2966363,3.29
K01304.01,CONFIRMED,4.59726613,1.69
K01602.01,CONFIRMED,9.97716876,2.53
K01603.01,CONFIRMED,3.02168007,1.31
K00187.01,FALSE POSITIVE,30.882538697,15.4
K01604.01,FALSE POSITIVE,72.4914068,15.33
K01605.01,FALSE POSITIVE,4.93913074,24.03
K01713.02,CONFIRMED,2.240486703,1.22
K01715.01,CONFIRMED,105.0145774,2.29
K01716.01,CONFIRMED,4.88084456,1.55
K01717.01,CONFIRMED,10.56137217,2.43
K01718.01,CONFIRMED,67.6690554,3.39
K01488.01,CONFIRMED,3.949627144,2.32
K01489.01,CONFIRMED,16.00460392,2.24
K01490.01,FALSE POSITIVE,3.55650737,3.05
K01491.01,CONFIRMED,3.148661555,2.15
K01492.01,FALSE POSITIVE,0.70544824,20.03
K01557.01,CONFIRMED,3.295701024,2.81
K01557.02,CONFIRMED,9.65349016,2.41
K01557.03,CONFIRMED,5.315954488,2.33
K00180.01,CONFIRMED,10.04556377,2.19
K01557.04,CONFIRMED,1.499144441,1.09
K01606.01,CONFIRMED,5.082748362,1.4
K01607.01,FALSE POSITIVE,5.00673576,2.0
K01608.01,CONFIRMED,9.17617167,1.66
K01608.02,CONFIRMED,19.7383992,1.61
K01609.01,CONFIRMED,41.6980186,2.03
K01720.01,CONFIRMED,59.6585348,3.59
K01721.01,CONFIRMED,52.6298542,3.68
K00192.01,CONFIRMED,10.290994129,13.43
K01722.01,CONFIRMED,14.8783945,1.63
K01723.01,CONFIRMED,59.6222627,3.63
K01493.01,FALSE POSITIVE,4.9883873,3.28
K01494.01,CONFIRMED,8.19596647,2.04
K01495.01,CONFIRMED,15.59466045,2.74
K00174.01,CONFIRMED,56.35407916,2.59
K01496.01,FALSE POSITIVE,36.12895451,53.72
K01558.01,FALSE POSITIVE,32.50456309,10.68
K01559.01,FALSE POSITIVE,1.332560589,1.4
K01560.01,CANDIDATE,31.56904354,11.18
K01561.01,FALSE POSITIVE,9.08590495,6.28
K01562.01,FALSE POSITIVE,0.784512952,25.48
K01610.01,FALSE POSITIVE,0.883778461,1.09
K01612.01,CONFIRMED,2.465024332,0.69
K01613.01,CONFIRMED,15.86624787,1.31
K00021.01,FALSE POSITIVE,4.288515468,76.51
K00188.01,CONFIRMED,3.797018259,10.07
K01615.01,CONFIRMED,1.340596782,1.16
K01724.01,CONFIRMED,17.42393582,3.29
K01725.01,CONFIRMED,9.8786461,1.6
K01726.01,CONFIRMED,44.96407458,2.0
K01727.01,CONFIRMED,49.7700907,5.12
K01728.01,FALSE POSITIVE,12.7319385,70.11
K01497.01,FALSE POSITIVE,0.520222869,1.52
K01498.01,CONFIRMED,5.83376197,2.98
K01498.02,CONFIRMED,2.42150341,1.62
K01499.01,CONFIRMED,14.16400071,2.35
K01499.02,CANDIDATE,0.840594032,0.62
K01499.03,CONFIRMED,6.20920207,0.89
K01563.01,CONFIRMED,5.48711441,3.24
K01563.02,CONFIRMED,8.29084167,3.21
K01563.03,CONFIRMED,3.20539622,1.7
K01563.04,CONFIRMED,16.73869035,2.56
K00181.01,FALSE POSITIVE,5.093938816,17.19
K01616.01,CONFIRMED,13.93291548,1.66
K01618.01,CONFIRMED,2.36436762,0.82
K01619.01,CANDIDATE,20.6654374,0.66
K01621.01,CONFIRMED,20.31047472,2.41
K01622.01,CANDIDATE,69.8347983,3.51
K01626.01,CONFIRMED,2.53475568,2.02
K01731.01,CANDIDATE,2.59488443,2.36
K01732.01,CONFIRMED,43.3167427,2.42
K01733.01,CANDIDATE,19.18109525,1.72
K00193.01,FALSE POSITIVE,37.590298548,14.39
K01736.01,CONFIRMED,31.0033072,2.72
K01500.01,FALSE POSITIVE,3.351556891,1.64
K01501.01,CONFIRMED,2.617028373,1.57
K01502.01,FALSE POSITIVE,1.876406096,1.57
K00175.01,FALSE POSITIVE,6.71425632,5.76
K01503.01,CONFIRMED,150.2412582,4.6
